transaction_id,posting_date,fiscal_year,fiscal_quarter,cost_center,department,expense_category,vendor_name,actual_amount_usd,payment_status
TXN-202529599,2025-10-14,2025,Q4,CC-400,Operations,Professional Services,Deloitte Advisory,73490.97,Settled
TXN-202529600,2026-06-09,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,9741.5,Cleared
TXN-202529601,2025-08-30,2025,Q3,CC-100,Engineering,DevOps Tooling,Sentry,12942.93,Audited
TXN-202529602,2025-05-28,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Google Cloud Platform,44559.21,Settled
TXN-202529603,2025-10-25,2025,Q4,CC-200,Marketing,Brand & Creative Assets,Canva Enterprise,5468.91,Cleared
TXN-202529604,2026-06-12,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Cloudflare,64496.35,Settled
TXN-202529605,2025-12-13,2025,Q4,CC-500,Finance & Legal,Payroll Processing,ADP TotalSource,1307.51,Cleared
TXN-202529606,2026-01-05,2026,Q1,CC-500,Finance & Legal,Treasury & Bank Fees,Stripe Treasury,1195.73,Settled
TXN-202529607,2026-01-05,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Figma Inc,8895.98,Cleared
TXN-202529608,2025-12-21,2025,Q4,CC-300,Sales,Travel & Entertainment,United Airlines,2032.69,Settled
TXN-202529609,2025-06-15,2025,Q2,CC-300,Sales,Travel & Entertainment,Marriott International,8087.25,Settled
TXN-202529610,2026-04-06,2026,Q2,CC-400,Operations,Professional Services,McKinsey & Co,24193.7,Settled
TXN-202529611,2025-01-07,2025,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,38920.68,Cleared
TXN-202529612,2025-02-08,2025,Q1,CC-300,Sales,Travel & Entertainment,United Airlines,3633.19,Settled
TXN-202529613,2026-01-20,2026,Q1,CC-300,Sales,Travel & Entertainment,Uber for Business,3138.91,Settled
TXN-202529614,2025-12-09,2025,Q4,CC-400,Operations,Office Facilities & Lease,Regus Workspaces,44112.14,Settled
TXN-202529615,2026-06-13,2026,Q2,CC-200,Marketing,Brand & Creative Assets,Figma Inc,10343.8,Settled
TXN-202529616,2025-06-28,2025,Q2,CC-200,Marketing,Paid Performance Ads,TikTok Ads,23629.63,Settled
TXN-202529617,2026-02-20,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,77299.1,Cleared
TXN-202529618,2026-04-04,2026,Q2,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,39353.88,Cleared
TXN-202529619,2025-12-06,2025,Q4,CC-200,Marketing,Content & SEO Agencies,Refine Labs,3714.59,Settled
TXN-202529620,2025-06-05,2025,Q2,CC-300,Sales,Client Hospitality,Sweetgreen Enterprise Catering,2215.83,Settled
TXN-202529621,2025-12-17,2025,Q4,CC-200,Marketing,Paid Performance Ads,TikTok Ads,40648.16,Cleared
TXN-202529622,2025-07-15,2025,Q3,CC-500,Finance & Legal,Treasury & Bank Fees,Silicon Valley Bank,1203.51,Settled
TXN-202529623,2025-03-27,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,7580.29,Settled
TXN-202529624,2025-03-31,2025,Q1,CC-300,Sales,Travel & Entertainment,Marriott International,8481.92,Settled
TXN-202529625,2026-05-03,2026,Q2,CC-300,Sales,CRM & Enablement Software,Gong.io,13352.91,Settled
TXN-202529626,2025-09-03,2025,Q3,CC-200,Marketing,Events & Sponsorships,AWS re:Invent,33921.92,Settled
TXN-202529627,2026-06-17,2026,Q2,CC-200,Marketing,Brand & Creative Assets,Canva Enterprise,12477.1,Cleared
TXN-202529628,2026-04-19,2026,Q2,CC-500,Finance & Legal,Legal Counsel & Retainers,Cooley LLP,5858.35,Settled
TXN-202529629,2025-10-10,2025,Q4,CC-200,Marketing,Paid Performance Ads,TikTok Ads,39855.23,Cleared
TXN-202529630,2026-04-21,2026,Q2,CC-500,Finance & Legal,Legal Counsel & Retainers,Wilson Sonsini,38905.54,Settled
TXN-202529631,2025-08-03,2025,Q3,CC-600,Product & Design,UX Research & UserTesting,Maze Analytics,15973.9,Settled
TXN-202529632,2026-07-13,2026,Q3,CC-300,Sales,Travel & Entertainment,Hilton Hotels,5300.65,Cleared
TXN-202529633,2026-05-08,2026,Q2,CC-400,Operations,Logistics & Shipping,DHL Express,8039.1,Settled
TXN-202529634,2025-02-08,2025,Q1,CC-300,Sales,CRM & Enablement Software,Gong.io,28731.96,Settled
TXN-202529635,2026-07-04,2026,Q3,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,4930.02,Settled
TXN-202529636,2026-06-29,2026,Q2,CC-700,Customer Success,Retention Swag & Gifting,SnackNation,3115.55,Settled
TXN-202529637,2025-08-28,2025,Q3,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,53280.51,Settled
TXN-202529638,2025-10-02,2025,Q4,CC-100,Engineering,Salaries & Contractors,Internal Payroll Clearing,115346.21,Cleared
TXN-202529639,2026-04-05,2026,Q2,CC-200,Marketing,Content & SEO Agencies,Refine Labs,16368.35,Settled
TXN-202529640,2025-07-01,2025,Q3,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,34110.9,Settled
TXN-202529641,2025-12-18,2025,Q4,CC-100,Engineering,Hardware & Peripherals,Dell Direct,19261.71,Cleared
TXN-202529642,2025-09-05,2025,Q3,CC-600,Product & Design,Prototyping Software,Figma Inc,1196.18,Cleared
TXN-202529643,2026-02-25,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Figma Inc,11300.63,Settled
TXN-202529644,2025-09-21,2025,Q3,CC-500,Finance & Legal,External Audit & Tax,Ernst & Young,33146.87,Cleared
TXN-202529645,2026-05-03,2026,Q2,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,155623.39,Cleared
TXN-202529646,2026-04-15,2026,Q2,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,32798.84,Settled
TXN-202529647,2025-08-01,2025,Q3,CC-100,Engineering,Cloud Infrastructure,Cloudflare,17668.26,Cleared
TXN-202529648,2025-10-16,2025,Q4,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,91271.6,Settled
TXN-202529649,2025-02-19,2025,Q1,CC-200,Marketing,Content & SEO Agencies,Omniscient Media,11073.15,Cleared
TXN-202529650,2025-08-03,2025,Q3,CC-600,Product & Design,Design Contractors,Design Pickle,7958.01,Cleared
TXN-202529651,2025-04-24,2025,Q2,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,36808.07,Audited
TXN-202529652,2025-03-21,2025,Q1,CC-300,Sales,Client Hospitality,Topgolf Events,1644.49,Settled
TXN-202529653,2026-04-23,2026,Q2,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,46169.21,Settled
TXN-202529654,2025-07-18,2025,Q3,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,11561.46,Cleared
TXN-202529655,2026-05-24,2026,Q2,CC-300,Sales,Travel & Entertainment,Uber for Business,9330.7,Settled
TXN-202529656,2025-09-22,2025,Q3,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,36441.13,Settled
TXN-202529657,2026-06-25,2026,Q2,CC-600,Product & Design,Prototyping Software,Figma Inc,1271.43,Settled
TXN-202529658,2025-03-10,2025,Q1,CC-400,Operations,Logistics & Shipping,DHL Express,2207.9,Cleared
TXN-202529659,2026-04-30,2026,Q2,CC-200,Marketing,Paid Performance Ads,TikTok Ads,28845.02,Cleared
TXN-202529660,2025-01-02,2025,Q1,CC-300,Sales,Travel & Entertainment,Hilton Hotels,8980.8,Cleared
TXN-202529661,2025-04-15,2025,Q2,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,17565.05,Settled
TXN-202529662,2025-05-01,2025,Q2,CC-400,Operations,Office Facilities & Lease,Regus Workspaces,51543.9,Settled
TXN-202529663,2025-01-25,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,Ernst & Young,38530.41,Cleared
TXN-202529664,2026-06-18,2026,Q2,CC-500,Finance & Legal,Legal Counsel & Retainers,Latham & Watkins LLP,43191.91,Settled
TXN-202529665,2026-04-17,2026,Q2,CC-200,Marketing,Paid Performance Ads,Meta For Business,117301.75,Settled
TXN-202529666,2025-02-14,2025,Q1,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,9503.84,Settled
TXN-202529667,2026-05-09,2026,Q2,CC-300,Sales,CRM & Enablement Software,HubSpot Enterprise,36371.36,Settled
TXN-202529668,2025-09-16,2025,Q3,CC-700,Customer Success,Ticketing & Support Tools,Intercom Systems,10748.73,Cleared
TXN-202529669,2025-04-22,2025,Q2,CC-600,Product & Design,Prototyping Software,InVision App,3706.71,Settled
TXN-202529670,2026-01-12,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Figma Inc,5570.06,Cleared
TXN-202529671,2025-02-18,2025,Q1,CC-400,Operations,Office Facilities & Lease,CBRE Property Management,58282.41,Settled
TXN-202529672,2025-03-02,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting Inc,7771.54,Settled
TXN-202529673,2026-04-14,2026,Q2,CC-100,Engineering,DevOps Tooling,Sentry,7533.64,Settled
TXN-202529674,2025-06-14,2025,Q2,CC-500,Finance & Legal,Payroll Processing,Rippling,1816.29,Settled
TXN-202529675,2025-01-08,2025,Q1,CC-100,Engineering,DevOps Tooling,Sentry,10670.95,Settled
TXN-202529676,2025-01-17,2025,Q1,CC-200,Marketing,Content & SEO Agencies,Omniscient Media,16950.86,Settled
TXN-202529677,2025-10-11,2025,Q4,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,127384.59,Settled
TXN-202529678,2026-03-16,2026,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,34930.6,Settled
TXN-202529679,2026-03-19,2026,Q1,CC-500,Finance & Legal,Payroll Processing,ADP TotalSource,1751.35,Settled
TXN-202529680,2025-03-26,2025,Q1,CC-300,Sales,CRM & Enablement Software,HubSpot Enterprise,27810.02,Settled
TXN-202529681,2025-02-13,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,41334.56,Settled
TXN-202529682,2025-04-17,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,19725.25,Settled
TXN-202529683,2025-05-19,2025,Q2,CC-300,Sales,Travel & Entertainment,Delta Airlines,1970.57,Settled
TXN-202529684,2025-09-28,2025,Q3,CC-300,Sales,Travel & Entertainment,Hilton Hotels,4164.7,Settled
TXN-202529685,2026-03-26,2026,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,22286.25,Settled
TXN-202529686,2025-08-28,2025,Q3,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,6454.18,Settled
TXN-202529687,2025-04-29,2025,Q2,CC-400,Operations,Logistics & Shipping,FedEx Corporate,962.55,Settled
TXN-202529688,2026-05-21,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,Maze Analytics,9744.62,Cleared
TXN-202529689,2025-07-06,2025,Q3,CC-300,Sales,CRM & Enablement Software,HubSpot Enterprise,3664.18,Settled
TXN-202529690,2026-04-25,2026,Q2,CC-400,Operations,Office Facilities & Lease,Regus Workspaces,39209.0,Settled
TXN-202529691,2025-02-13,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting Inc,15686.26,Cleared
TXN-202529692,2025-03-08,2025,Q1,CC-300,Sales,Client Hospitality,Topgolf Events,3344.13,Settled
TXN-202529693,2026-05-24,2026,Q2,CC-300,Sales,CRM & Enablement Software,Gong.io,19752.0,Settled
TXN-202529694,2025-05-11,2025,Q2,CC-400,Operations,Office Facilities & Lease,Regus Workspaces,73015.93,Settled
TXN-202529695,2025-11-25,2025,Q4,CC-100,Engineering,DevOps Tooling,Sentry,8549.33,Cleared
TXN-202529696,2025-09-16,2025,Q3,CC-300,Sales,Client Hospitality,OpenTable Concierge,2554.25,Settled
TXN-202529697,2025-12-16,2025,Q4,CC-500,Finance & Legal,Legal Counsel & Retainers,Wilson Sonsini,23703.48,Settled
TXN-202529698,2026-07-18,2026,Q3,CC-200,Marketing,Content & SEO Agencies,Refine Labs,18202.9,Cleared
TXN-202529699,2026-01-14,2026,Q1,CC-600,Product & Design,Design Contractors,Superside Agency,3425.53,Settled
TXN-202529700,2026-01-27,2026,Q1,CC-300,Sales,Commissions & Incentives,CaptivateIQ,39379.24,Settled
TXN-202529701,2025-11-06,2025,Q4,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,13995.46,Settled
TXN-202529702,2026-02-11,2026,Q1,CC-300,Sales,Travel & Entertainment,Marriott International,6101.96,Settled
TXN-202529703,2026-05-01,2026,Q2,CC-200,Marketing,Content & SEO Agencies,Semrush,9334.39,Settled
TXN-202529704,2025-11-09,2025,Q4,CC-500,Finance & Legal,Payroll Processing,Gusto Enterprise,6192.97,Audited
TXN-202529705,2025-12-14,2025,Q4,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,14012.14,Settled
TXN-202529706,2026-01-06,2026,Q1,CC-600,Product & Design,Prototyping Software,InVision App,834.17,Settled
TXN-202529707,2025-12-30,2025,Q4,CC-300,Sales,Travel & Entertainment,Uber for Business,992.07,Settled
TXN-202529708,2026-06-25,2026,Q2,CC-300,Sales,CRM & Enablement Software,HubSpot Enterprise,22869.2,Settled
TXN-202529709,2025-05-02,2025,Q2,CC-700,Customer Success,Retention Swag & Gifting,SnackNation,4296.23,Cleared
TXN-202529710,2025-01-22,2025,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Direct,23786.16,Settled
TXN-202529711,2026-01-28,2026,Q1,CC-400,Operations,Professional Services,Deloitte Advisory,34528.85,Settled
TXN-202529712,2026-01-23,2026,Q1,CC-100,Engineering,DevOps Tooling,Atlassian Jira,8346.27,Cleared
TXN-202529713,2025-01-24,2025,Q1,CC-500,Finance & Legal,Payroll Processing,Rippling,5828.12,Cleared
TXN-202529714,2025-06-30,2025,Q2,CC-300,Sales,CRM & Enablement Software,HubSpot Enterprise,30996.0,Cleared
TXN-202529715,2026-07-10,2026,Q3,CC-600,Product & Design,Prototyping Software,InVision App,1278.96,Settled
TXN-202529716,2026-07-26,2026,Q3,CC-500,Finance & Legal,Treasury & Bank Fees,Silicon Valley Bank,3584.19,Audited
TXN-202529717,2025-01-29,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,124430.32,Cleared
TXN-202529718,2025-09-16,2025,Q3,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,18775.06,Settled
TXN-202529719,2025-06-10,2025,Q2,CC-300,Sales,Commissions & Incentives,Spiff Commission Engine,14905.33,Settled
TXN-202529720,2026-01-22,2026,Q1,CC-300,Sales,Travel & Entertainment,Hilton Hotels,1853.48,Cleared
TXN-202529721,2025-03-21,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Cloudflare,89293.48,Settled
TXN-202529722,2025-05-13,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Cloudflare,56885.87,Cleared
TXN-202529723,2025-04-05,2025,Q2,CC-300,Sales,Client Hospitality,OpenTable Concierge,683.48,Settled
TXN-202529724,2025-04-26,2025,Q2,CC-100,Engineering,DevOps Tooling,Datadog,14092.66,Cleared
TXN-202529725,2025-02-12,2025,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Wilson Sonsini,9990.7,Cleared
TXN-202529726,2026-03-02,2026,Q1,CC-500,Finance & Legal,External Audit & Tax,PwC Global,94037.72,Settled
TXN-202529727,2025-10-30,2025,Q4,CC-400,Operations,Office Facilities & Lease,Regus Workspaces,35345.09,Settled
TXN-202529728,2025-06-07,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Google Cloud Platform,63276.43,Settled
TXN-202529729,2026-01-16,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,1532.32,Settled
TXN-202529730,2026-03-15,2026,Q1,CC-300,Sales,Travel & Entertainment,Delta Airlines,5188.06,Cleared
TXN-202529731,2026-02-15,2026,Q1,CC-700,Customer Success,Ticketing & Support Tools,Zendesk Support,9070.02,Settled
TXN-202529732,2025-05-19,2025,Q2,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,2944.6,Cleared
TXN-202529733,2025-08-06,2025,Q3,CC-200,Marketing,Events & Sponsorships,SaaStr Annual,21000.21,Settled
TXN-202529734,2026-03-13,2026,Q1,CC-100,Engineering,DevOps Tooling,Atlassian Jira,5780.78,Cleared
TXN-202529735,2025-08-25,2025,Q3,CC-300,Sales,Client Hospitality,Sweetgreen Enterprise Catering,3540.24,Settled
TXN-202529736,2026-04-26,2026,Q2,CC-300,Sales,Commissions & Incentives,Spiff Commission Engine,20150.06,Settled
TXN-202529737,2026-06-18,2026,Q2,CC-100,Engineering,Hardware & Peripherals,Dell Direct,5269.6,Settled
TXN-202529738,2025-06-04,2025,Q2,CC-200,Marketing,Paid Performance Ads,Meta For Business,35156.6,Cleared
TXN-202529739,2025-12-19,2025,Q4,CC-300,Sales,Client Hospitality,Sweetgreen Enterprise Catering,748.56,Settled
TXN-202529740,2025-10-25,2025,Q4,CC-200,Marketing,Events & Sponsorships,Web Summit,61525.07,Settled
TXN-202529741,2025-07-01,2025,Q3,CC-300,Sales,Commissions & Incentives,CaptivateIQ,9935.06,Settled
TXN-202529742,2025-04-24,2025,Q2,CC-500,Finance & Legal,Legal Counsel & Retainers,Wilson Sonsini,45527.85,Settled
TXN-202529743,2026-01-23,2026,Q1,CC-400,Operations,Logistics & Shipping,UPS Supply Chain,9829.87,Settled
TXN-202529744,2026-06-06,2026,Q2,CC-300,Sales,Travel & Entertainment,Uber for Business,5474.28,Cleared
TXN-202529745,2025-06-09,2025,Q2,CC-500,Finance & Legal,Legal Counsel & Retainers,Wilson Sonsini,32508.49,Cleared
TXN-202529746,2026-01-05,2026,Q1,CC-600,Product & Design,Prototyping Software,Figma Inc,3243.92,Settled
TXN-202529747,2026-01-26,2026,Q1,CC-200,Marketing,Events & Sponsorships,Web Summit,16254.16,Cleared
TXN-202529748,2025-02-11,2025,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Direct,16186.5,Settled
TXN-202529749,2025-09-30,2025,Q3,CC-500,Finance & Legal,Payroll Processing,ADP TotalSource,6051.4,Settled
TXN-202529750,2025-06-12,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Google Cloud Platform,7666.99,Settled
TXN-202529751,2026-06-06,2026,Q2,CC-600,Product & Design,Prototyping Software,Figma Inc,4465.52,Settled
TXN-202529752,2026-01-09,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Direct,15717.43,Settled
TXN-202529753,2025-05-25,2025,Q2,CC-600,Product & Design,Prototyping Software,InVision App,368.36,Cleared
TXN-202529754,2025-04-12,2025,Q2,CC-300,Sales,Travel & Entertainment,United Airlines,8013.0,Settled
TXN-202529755,2025-12-24,2025,Q4,CC-400,Operations,Logistics & Shipping,DHL Express,4851.37,Settled
TXN-202529756,2025-02-22,2025,Q1,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,22877.11,Audited
TXN-202529757,2025-08-24,2025,Q3,CC-700,Customer Success,Customer Advisory Board,Ritz-Carlton Conference Suites,27313.96,Settled
TXN-202529758,2026-04-11,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,85475.55,Settled
TXN-202529759,2026-01-11,2026,Q1,CC-100,Engineering,Salaries & Contractors,Turing Tech Talent,66719.58,Settled
TXN-202529760,2026-03-07,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Direct,3448.76,Cleared
TXN-202529761,2025-09-17,2025,Q3,CC-600,Product & Design,UX Research & UserTesting,UserTesting Inc,7718.3,Settled
TXN-202529762,2026-01-15,2026,Q1,CC-200,Marketing,Content & SEO Agencies,Refine Labs,10798.11,Cleared
TXN-202529763,2026-02-27,2026,Q1,CC-300,Sales,Travel & Entertainment,Hilton Hotels,4024.64,Settled
TXN-202529764,2026-06-01,2026,Q2,CC-400,Operations,Professional Services,Deloitte Advisory,27146.14,Cleared
TXN-202529765,2025-04-13,2025,Q2,CC-500,Finance & Legal,Legal Counsel & Retainers,Wilson Sonsini,34822.37,Cleared
TXN-202529766,2025-03-15,2025,Q1,CC-300,Sales,Travel & Entertainment,Hilton Hotels,6162.71,Cleared
TXN-202529767,2025-07-04,2025,Q3,CC-300,Sales,Client Hospitality,Topgolf Events,2243.83,Cleared
TXN-202529768,2026-03-22,2026,Q1,CC-400,Operations,Professional Services,McKinsey & Co,39351.32,Settled
TXN-202529769,2025-11-16,2025,Q4,CC-400,Operations,Professional Services,McKinsey & Co,26631.24,Cleared
TXN-202529770,2026-05-20,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,87996.42,Settled
TXN-202529771,2025-05-18,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Cloudflare,84909.21,Settled
TXN-202529772,2025-05-02,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,8924.69,Settled
TXN-202529773,2025-03-06,2025,Q1,CC-200,Marketing,Content & SEO Agencies,Refine Labs,17314.55,Settled
TXN-202529774,2025-02-06,2025,Q1,CC-200,Marketing,Brand & Creative Assets,Adobe Systems,8322.71,Cleared
TXN-202529775,2026-04-24,2026,Q2,CC-300,Sales,Travel & Entertainment,Hilton Hotels,3878.39,Settled
TXN-202529776,2025-08-25,2025,Q3,CC-700,Customer Success,Ticketing & Support Tools,Zendesk Support,4546.1,Settled
TXN-202529777,2026-07-05,2026,Q3,CC-200,Marketing,Events & Sponsorships,SaaStr Annual,9130.0,Settled
TXN-202529778,2025-12-09,2025,Q4,CC-400,Operations,Office Facilities & Lease,WeWork Management,11764.57,Settled
TXN-202529779,2026-04-19,2026,Q2,CC-300,Sales,Travel & Entertainment,Delta Airlines,6762.32,Cleared
TXN-202529780,2025-12-21,2025,Q4,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,47221.81,Settled
TXN-202529781,2025-03-20,2025,Q1,CC-300,Sales,CRM & Enablement Software,ZoomInfo Technologies,8067.79,Settled
TXN-202529782,2025-12-21,2025,Q4,CC-700,Customer Success,Customer Advisory Board,Four Seasons Hotels,12353.72,Cleared
TXN-202529783,2026-06-28,2026,Q2,CC-100,Engineering,DevOps Tooling,Docker Inc,7179.27,Settled
TXN-202529784,2025-07-02,2025,Q3,CC-300,Sales,Travel & Entertainment,United Airlines,4509.14,Cleared
TXN-202529785,2026-02-04,2026,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,3194.58,Cleared
TXN-202529786,2025-03-10,2025,Q1,CC-200,Marketing,Brand & Creative Assets,Figma Inc,3668.49,Cleared
TXN-202529787,2025-08-30,2025,Q3,CC-300,Sales,CRM & Enablement Software,Salesforce Inc,3362.77,Settled
TXN-202529788,2026-07-02,2026,Q3,CC-500,Finance & Legal,Legal Counsel & Retainers,Wilson Sonsini,15931.52,Cleared
TXN-202529789,2026-01-22,2026,Q1,CC-400,Operations,Office Facilities & Lease,WeWork Management,36728.46,Settled
TXN-202529790,2025-04-06,2025,Q2,CC-200,Marketing,Events & Sponsorships,AWS re:Invent,51754.76,Settled
TXN-202529791,2026-01-20,2026,Q1,CC-600,Product & Design,Prototyping Software,InVision App,3215.07,Settled
TXN-202529792,2026-04-26,2026,Q2,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,101353.81,Settled
TXN-202529793,2025-12-26,2025,Q4,CC-400,Operations,Office Facilities & Lease,CBRE Property Management,37447.1,Settled
TXN-202529794,2025-10-22,2025,Q4,CC-200,Marketing,Paid Performance Ads,LinkedIn Marketing Solutions,53830.91,Settled
TXN-202529795,2026-02-17,2026,Q1,CC-600,Product & Design,Prototyping Software,InVision App,1230.95,Settled
TXN-202529796,2025-05-26,2025,Q2,CC-400,Operations,Professional Services,Accenture Strategy,11826.62,Settled
TXN-202529797,2025-06-28,2025,Q2,CC-600,Product & Design,UX Research & UserTesting,Optimal Workshop,5176.96,Settled
TXN-202529798,2026-07-13,2026,Q3,CC-100,Engineering,DevOps Tooling,Sentry,8629.73,Settled
TXN-202529799,2025-12-01,2025,Q4,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,5868.17,Settled
TXN-202529800,2025-11-16,2025,Q4,CC-400,Operations,Office Facilities & Lease,WeWork Management,26577.34,Settled
TXN-202529801,2026-05-09,2026,Q2,CC-400,Operations,Logistics & Shipping,FedEx Corporate,8482.59,Settled
TXN-202529802,2026-04-28,2026,Q2,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,25710.83,Cleared
TXN-202529803,2026-02-06,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Cloudflare,46926.83,Settled
TXN-202529804,2025-07-08,2025,Q3,CC-100,Engineering,DevOps Tooling,Docker Inc,14503.54,Settled
TXN-202529805,2026-05-01,2026,Q2,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,39570.7,Settled
TXN-202529806,2025-02-20,2025,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Wilson Sonsini,28539.62,Settled
TXN-202529807,2026-03-22,2026,Q1,CC-500,Finance & Legal,External Audit & Tax,Ernst & Young,20394.27,Settled
TXN-202529808,2026-03-22,2026,Q1,CC-100,Engineering,Salaries & Contractors,Internal Payroll Clearing,111189.49,Settled
TXN-202529809,2026-07-21,2026,Q3,CC-600,Product & Design,UX Research & UserTesting,Maze Analytics,14767.82,Cleared
TXN-202529810,2026-03-03,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,25109.74,Cleared
TXN-202529811,2025-01-23,2025,Q1,CC-200,Marketing,Events & Sponsorships,Web Summit,37240.67,Settled
TXN-202529812,2025-01-18,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,4823.25,Settled
TXN-202529813,2025-11-19,2025,Q4,CC-500,Finance & Legal,External Audit & Tax,Ernst & Young,80190.63,Cleared
TXN-202529814,2025-07-22,2025,Q3,CC-400,Operations,SaaS Licenses & ERP,Workday Inc,19348.87,Settled
TXN-202529815,2025-02-07,2025,Q1,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,47687.32,Settled
TXN-202529816,2025-05-13,2025,Q2,CC-400,Operations,SaaS Licenses & ERP,Microsoft 365,24026.25,Settled
TXN-202529817,2026-02-14,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Direct,22681.27,Settled
TXN-202529818,2025-11-29,2025,Q4,CC-200,Marketing,Paid Performance Ads,TikTok Ads,49660.02,Settled
TXN-202529819,2025-10-01,2025,Q4,CC-200,Marketing,Brand & Creative Assets,Adobe Systems,4306.19,Cleared
TXN-202529820,2025-02-12,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,4093.39,Settled
TXN-202529821,2026-03-30,2026,Q1,CC-500,Finance & Legal,External Audit & Tax,Ernst & Young,57630.54,Settled
TXN-202529822,2026-04-11,2026,Q2,CC-300,Sales,CRM & Enablement Software,HubSpot Enterprise,30734.0,Settled
TXN-202529823,2025-02-02,2025,Q1,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,21341.4,Cleared
TXN-202529824,2025-03-01,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Cloudflare,83118.01,Settled
TXN-202529825,2025-02-04,2025,Q1,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,7251.44,Settled
TXN-202529826,2026-07-06,2026,Q3,CC-200,Marketing,Brand & Creative Assets,Adobe Systems,5817.28,Settled
TXN-202529827,2026-02-10,2026,Q1,CC-300,Sales,CRM & Enablement Software,Salesforce Inc,3079.24,Cleared
TXN-202529828,2026-06-07,2026,Q2,CC-100,Engineering,DevOps Tooling,Atlassian Jira,8462.79,Settled
TXN-202529829,2025-09-24,2025,Q3,CC-400,Operations,Logistics & Shipping,FedEx Corporate,1858.99,Settled
